Filesnames,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Labels
Dataset_final/Dataset/Training\Feu4_13_0.wav,14899,4049.7868713153907,8381.083617458453,-77.40933,41.20202,54.722977,30.592932,12.153588,29.560564,6.590129,17.26929,-4.912743,11.172908,-6.8193517,7.595212,-7.628549,5.6488194,-8.560715,4.8421206,-8.240961,5.4991865,-7.605247,3.7046812,1
Dataset_final/Dataset/Training\Feu4_13_1.wav,13561,3858.253185463926,8314.30579389451,-73.135475,42.588406,55.00553,31.365505,12.919625,29.521118,6.625322,17.430653,-4.011325,12.173072,-5.5982637,9.035129,-6.6391187,6.351123,-7.526267,5.584784,-6.5855327,6.578202,-7.249416,4.717344,1
Dataset_final/Dataset/Training\Feu4_13_10.wav,9591,3625.23113477134,8205.021676300577,-81.00261,43.621815,56.30409,31.981138,13.624464,30.44773,7.5266347,18.717445,-3.1940181,12.964059,-4.864299,9.548984,-6.0758038,6.9581223,-6.978321,6.289908,-6.842054,6.8971334,-5.967065,6.112505,1
Dataset_final/Dataset/Training\Feu4_13_11.wav,13611,3864.2974561104493,8314.928140805636,-69.920715,42.52839,55.800053,31.661299,12.644119,29.577589,6.6933312,17.262564,-4.20282,12.227231,-5.28472,8.751032,-6.738905,6.2588387,-7.7936277,5.1740785,-7.511892,6.669296,-6.7072854,4.5332866,1
Dataset_final/Dataset/Training\Feu4_13_2.wav,13707,3859.360883687036,8316.110599936777,-70.617805,42.8457,55.63034,31.534462,12.725233,29.875395,6.938618,17.186024,-3.9788165,11.944983,-5.396418,8.484712,-6.5621047,6.2756023,-8.033837,4.783526,-7.978673,5.9622817,-7.027922,4.5936284,1
Dataset_final/Dataset/Training\Feu4_13_3.wav,14324,3895.2725792493716,8308.642437003251,-82.95168,42.468258,54.433697,31.758171,12.381015,30.123587,6.844004,17.1825,-4.3390875,10.67013,-6.107532,8.544533,-7.1021523,6.001437,-7.6055436,5.418928,-7.9121137,5.352011,-7.6068897,4.0480666,1
Dataset_final/Dataset/Training\Feu4_13_4.wav,13915,3869.016598679488,8295.946560016257,-69.34081,42.42878,53.284718,31.697926,13.043213,30.365166,7.1704936,17.387259,-4.312536,11.804592,-5.628424,8.255309,-7.2131405,6.626474,-7.5336676,5.0795684,-7.6992807,5.7568684,-7.7322087,4.1178966,1
Dataset_final/Dataset/Training\Feu4_13_5.wav,14872,4000.218022712882,8378.220821667268,-78.41502,42.215046,55.493294,30.740335,12.306685,28.654856,5.8417096,16.811172,-4.9450994,11.433277,-6.4525504,8.520845,-7.510967,5.757665,-7.7191105,5.205068,-8.254612,5.3625135,-7.787738,3.7046869,1
Dataset_final/Dataset/Training\Feu4_13_6.wav,14863,3986.853470256549,8373.242046378251,-76.97237,41.959515,54.78209,30.973982,12.53178,28.858086,5.7461514,16.624302,-4.4959354,11.45503,-5.8621182,8.63704,-7.228977,5.2967687,-8.260825,5.086885,-7.9300585,5.9195957,-7.6082487,3.7281504,1
Dataset_final/Dataset/Training\Feu4_13_7.wav,12971,3818.7172669590373,8289.660856213874,-75.24393,42.796688,55.932568,31.28874,12.576612,30.558735,7.5415277,17.50904,-3.5934546,12.230961,-5.4330816,8.603616,-7.1904154,6.5505457,-7.610454,5.579591,-6.9993267,6.0260086,-7.0309606,4.984525,1
Dataset_final/Dataset/Training\Feu4_13_8.wav,13326,3834.2273160246514,8280.574591311417,-86.87484,43.83169,54.220276,31.873087,12.769088,29.819399,6.346365,16.875257,-3.7971141,11.217699,-5.804762,8.075215,-7.2353263,6.618767,-7.4082365,5.005786,-8.006338,5.309124,-7.1031923,4.216878,1
Dataset_final/Dataset/Training\Feu4_13_9.wav,14458,3951.842204962202,8334.843241961706,-83.309,41.877502,52.82707,30.711113,12.979851,30.153128,7.0154796,17.501308,-4.6194925,11.796848,-6.041224,7.6713767,-7.304696,6.287453,-8.008939,5.068585,-7.994173,5.1041803,-8.27699,3.7070658,1
Dataset_final/Dataset/Training\Feu4_14_0.wav,14320,3904.19067622313,8337.45709898844,-73.39374,42.589535,55.419144,30.647636,12.795074,29.889223,6.4850726,17.261549,-4.36949,12.018326,-6.090557,9.289798,-6.5034337,6.0642176,-8.194091,5.5846796,-7.4233427,5.935498,-7.000431,4.818708,1
Dataset_final/Dataset/Training\Feu4_14_1.wav,13263,3810.3633503581714,8292.088009167268,-78.15698,43.116737,55.754032,31.85511,13.010466,29.505836,6.619629,16.855854,-3.7272823,12.545793,-5.5149636,8.949749,-6.2592125,6.203169,-7.6619606,5.519456,-7.2817864,6.2274246,-7.138348,4.7066708,1
Dataset_final/Dataset/Training\Feu4_14_10.wav,10982,3716.689362494878,8255.929653630781,-81.96439,43.250256,56.28807,31.409597,13.384128,30.540379,7.1021056,17.851099,-3.5466075,12.193253,-5.21981,9.383789,-5.995844,6.8817625,-6.581411,6.5011487,-6.4346642,7.017465,-6.7943406,5.4030714,1
Dataset_final/Dataset/Training\Feu4_14_11.wav,14756,3969.177022794963,8350.215210666547,-72.41967,42.837082,55.31556,30.765478,11.779885,29.46541,5.9855447,16.283138,-4.173945,11.392481,-6.3288827,7.9709883,-7.8086853,5.3159947,-8.3190565,4.834206,-7.996116,5.635071,-7.2640443,3.8024726,1
Dataset_final/Dataset/Training\Feu4_14_2.wav,14644,3978.5856761654463,8360.421700009032,-73.06683,42.308132,54.28071,30.982422,12.009203,29.344913,6.3025036,16.12567,-4.689878,11.107877,-5.845487,8.45891,-7.397734,5.436082,-8.498499,4.522852,-7.9349794,5.400094,-7.8462796,4.0584807,1
Dataset_final/Dataset/Training\Feu4_14_3.wav,10335,3605.0346277400427,8177.7628815932085,-81.62671,44.671925,55.08674,32.581432,13.961993,30.993006,7.779939,18.176283,-2.875501,12.626868,-5.064483,9.447403,-5.725676,7.286006,-7.256743,6.026476,-6.9503775,6.3334007,-6.92222,4.888698,1
Dataset_final/Dataset/Training\Feu4_14_4.wav,14060,3868.328524873951,8319.782446712428,-75.88484,41.543106,54.435673,31.445848,13.6471815,30.80431,7.235315,17.955368,-3.5893497,11.422677,-5.8876104,8.880615,-6.717432,6.3288755,-7.1307745,5.2733083,-8.033739,6.488953,-6.9958286,4.519502,1
Dataset_final/Dataset/Training\Feu4_14_5.wav,14835,3982.151141063868,8354.758343117775,-74.06608,42.273933,54.916805,30.271585,12.01523,29.76475,5.936885,16.891302,-4.674519,11.679138,-6.2338147,8.447277,-7.0262685,5.7536335,-8.125186,5.4263444,-7.8795004,5.706203,-7.3037844,3.9310055,1
Dataset_final/Dataset/Training\Feu4_14_6.wav,14436,3904.222514908232,8331.793742097183,-71.063034,43.23006,55.276035,31.429197,12.258683,29.237293,6.6439595,16.56546,-4.3782473,11.4086275,-5.989322,8.357624,-7.420303,5.687167,-8.2598915,4.8295503,-7.697233,5.7025943,-7.570823,4.058554,1
Dataset_final/Dataset/Training\Feu4_14_7.wav,14043,3872.338105679592,8317.293059067919,-74.204216,42.848045,55.215786,31.957647,12.778165,30.042196,6.789954,16.81474,-4.3574986,11.65092,-5.8301253,8.498446,-7.1864276,5.5997562,-7.919754,4.974804,-7.873257,6.2617188,-7.2721167,4.5298867,1
Dataset_final/Dataset/Training\Feu4_14_8.wav,13563,3843.2769884434756,8291.278958182804,-72.71884,43.16356,53.867096,31.509048,13.2942915,30.67323,6.85641,16.9291,-4.2724767,11.55441,-5.687385,8.358343,-6.333348,6.592151,-8.056731,5.9279885,-7.3028994,5.147474,-7.9417286,3.934487,1
Dataset_final/Dataset/Training\Feu4_14_9.wav,14253,3926.5305253409165,8336.523578621749,-78.16915,41.694386,54.668453,30.923304,13.219876,30.173292,7.1650376,17.51308,-4.170303,11.759177,-5.9603157,8.473701,-7.301427,5.9402065,-7.8807945,4.7255793,-7.976495,5.924606,-7.1952906,4.4527354,1
Dataset_final/Dataset/Training\Feu4_15_0.wav,12713,3789.565429439491,8284.931019689306,-87.88634,42.76956,55.289165,31.456692,12.746732,30.273853,7.504915,17.215446,-3.641572,12.716514,-5.226357,8.9488,-6.4663086,6.4365206,-7.2506356,6.04331,-6.7788496,6.686051,-6.8019567,4.5706115,1
Dataset_final/Dataset/Training\Feu4_15_1.wav,14454,3939.0059736730063,8344.925261921966,-84.09127,42.726906,55.60206,30.934118,12.357639,29.605335,5.8949594,16.397015,-4.2041283,11.783806,-6.2709475,8.435387,-7.431501,5.2555795,-8.030798,4.927325,-7.627674,5.7540073,-7.7501807,3.767289,1
Dataset_final/Dataset/Training\Feu4_15_10.wav,15482,4039.925447925346,8390.481055816474,-72.77288,41.78083,54.845093,30.727808,11.939292,28.825354,5.9144797,16.928339,-4.813294,11.132759,-6.144225,7.99487,-7.8692894,5.171329,-8.3878,4.54455,-8.353371,5.765651,-7.9383836,3.4825196,1
Dataset_final/Dataset/Training\Feu4_15_11.wav,13597,3850.3882978045385,8302.170029127528,-74.57497,42.760727,54.771698,31.933187,13.224542,29.772285,6.80646,17.276974,-3.9139414,11.369337,-5.842244,8.632442,-7.0791106,6.3121176,-7.434933,5.1384935,-7.3195786,5.6880207,-7.5215154,4.5175757,1
Dataset_final/Dataset/Training\Feu4_15_2.wav,14131,3922.9953988860548,8329.366589143787,-80.83456,42.749485,54.07851,31.799997,12.944124,29.591593,6.1124506,16.595598,-4.6342616,10.726016,-6.4637036,7.948125,-7.0344663,6.49332,-7.989393,4.8979063,-8.359222,5.7591105,-7.6952095,3.3635461,1
Dataset_final/Dataset/Training\Feu4_15_3.wav,11547,3712.957825477687,8223.443144869942,-83.08187,42.859043,53.79611,32.563404,13.683267,30.788252,8.18104,18.422445,-3.4500492,12.821546,-5.2517033,9.155842,-6.25208,6.9308686,-6.9848,5.8366747,-7.4072194,6.2431874,-7.0998063,4.5966034,1
Dataset_final/Dataset/Training\Feu4_15_4.wav,10730,3678.6064774519386,8241.304501219292,-84.5325,43.48634,56.84709,31.805223,13.770819,30.671597,7.5460577,17.896389,-3.9255342,12.389355,-5.2160525,9.861023,-5.9942775,6.818283,-7.387938,6.1787143,-6.8048754,6.900077,-6.4678087,5.117264,1
Dataset_final/Dataset/Training\Feu4_15_5.wav,15072,4046.089719787407,8386.186862129696,-70.86356,41.662003,54.477848,30.417376,11.659495,29.010382,5.4779835,16.361618,-4.55529,11.06411,-6.0858107,8.299133,-7.1966553,5.174035,-8.292674,4.973052,-7.6773195,5.7345223,-7.8791695,3.638542,1
Dataset_final/Dataset/Training\Feu4_15_6.wav,13658,3837.251642485615,8311.940875632225,-77.34099,43.15318,55.498226,31.610558,12.75295,30.148514,7.2697697,16.467054,-3.735832,11.8174515,-6.064002,8.534716,-6.9187846,6.3136735,-7.415056,5.3391,-7.656722,6.3168855,-7.0618043,4.3855233,1
Dataset_final/Dataset/Training\Feu4_15_7.wav,12357,3746.6955665991363,8232.280471007947,-77.24044,43.991043,54.687805,32.241764,13.110649,30.12823,6.9188037,17.620304,-3.9714906,12.029496,-5.3788986,8.376348,-5.784283,6.8893437,-7.665842,5.5972133,-6.9684734,6.225346,-7.355885,4.082568,1
Dataset_final/Dataset/Training\Feu4_15_8.wav,14596,3949.078351686842,8351.895547326589,-78.855484,41.487354,52.588726,31.101328,13.340081,29.349976,6.985926,18.17496,-4.1002297,11.644776,-6.036009,7.952562,-7.627371,6.063866,-7.7491927,4.8478003,-8.283789,5.469038,-7.6740017,4.024872,1
Dataset_final/Dataset/Training\Feu4_15_9.wav,14677,3975.340573783373,8358.367955202311,-72.15713,42.089783,55.456333,30.702902,11.810384,29.411928,6.4039865,17.05108,-4.402868,11.502191,-6.564466,8.751688,-7.5890746,5.389175,-8.127403,5.4654074,-7.6548133,6.043244,-7.1502423,4.19257,1
Dataset_final/Dataset/Training\Feu4_16_0.wav,14982,3996.4337546835354,8377.847413520592,-76.861565,42.34235,54.96115,31.14916,11.991973,28.8094,6.118892,16.572325,-4.381558,11.3996315,-6.4632926,7.874632,-7.3830953,5.2767425,-8.300169,4.659836,-8.241302,5.5703325,-8.247095,3.7939668,1
Dataset_final/Dataset/Training\Feu4_16_1.wav,14439,3920.9248135855296,8340.382129470738,-77.40112,42.88446,54.9439,31.37287,12.368184,29.481058,6.396693,16.520256,-4.3039546,11.478181,-6.3117323,8.062114,-7.2869287,6.1821985,-8.148564,4.966257,-7.3343487,5.4248543,-7.77219,4.1187234,1
Dataset_final/Dataset/Training\Feu4_16_10.wav,14671,3960.93729215009,8356.376445086706,-81.29935,42.699093,54.905983,30.847708,12.245796,29.660597,6.2958827,16.273285,-4.3391256,11.7852335,-6.076725,8.654081,-7.575425,4.7385683,-8.702386,4.855053,-7.8006783,5.092672,-7.751812,3.8209841,1
Dataset_final/Dataset/Training\Feu4_16_11.wav,13537,3802.443403061237,8276.902744535766,-84.048164,43.09316,54.625694,32.37034,13.375864,30.179934,7.1661906,17.270712,-3.6979563,11.815139,-5.8129983,8.560024,-6.792733,6.7627573,-7.4872236,5.1731725,-7.442149,5.810328,-8.035806,4.1986027,1
Dataset_final/Dataset/Training\Feu4_16_2.wav,13950,3889.611085835534,8312.74992661669,-79.46796,43.314793,53.818268,31.353397,12.617638,29.70703,6.2035694,17.25307,-4.2956467,11.3073015,-5.4221787,8.369975,-7.432774,6.306183,-7.852254,5.05846,-8.011702,5.732847,-7.950204,3.7446437,1
Dataset_final/Dataset/Training\Feu4_16_3.wav,11705,3748.4410555735303,8263.833459402096,-84.85611,42.00263,54.435184,31.875807,14.002201,30.682772,7.631162,18.31233,-3.3040116,12.332914,-4.8948364,9.486313,-6.323216,6.605726,-6.939671,5.950019,-7.337085,6.5924397,-6.6219997,5.0693593,1
Dataset_final/Dataset/Training\Feu4_16_4.wav,15181,4060.296729190418,8388.614015083092,-77.8384,41.631897,55.282154,30.316736,11.493323,29.054811,5.320442,16.643808,-4.668834,11.315145,-7.0866895,8.084676,-7.2709093,5.620477,-8.315339,5.0913734,-8.159566,5.0763397,-7.703149,4.040101,1
Dataset_final/Dataset/Training\Feu4_16_5.wav,13663,3847.7504188590933,8300.240753703034,-72.873795,43.58524,55.094376,31.111406,12.279867,29.636326,6.8190665,16.844387,-4.112799,11.906682,-5.7527094,8.574586,-6.577913,5.9812055,-7.517094,5.5419965,-7.817823,6.024318,-7.0402145,4.17656,1
Dataset_final/Dataset/Training\Feu4_16_6.wav,13715,3863.5272529742806,8311.629702176662,-76.23745,42.925854,54.817738,31.993786,12.739482,29.96993,6.7699265,17.063478,-3.8470416,11.287326,-5.8249,8.687454,-7.3856893,6.0071006,-7.6733737,5.190286,-7.577082,5.8145013,-7.7004185,4.6964116,1
Dataset_final/Dataset/Training\Feu4_16_7.wav,14332,3961.175741265626,8347.725823022038,-76.55227,42.636757,53.100998,30.815378,12.482216,29.3237,6.606842,17.228828,-4.683443,11.009498,-5.9230394,7.9971423,-7.240024,6.1612177,-8.096995,5.196686,-8.034383,5.0279183,-8.272612,3.5109355,1
Dataset_final/Dataset/Training\Feu4_16_8.wav,15054,4002.2748585553904,8374.735678964957,-72.61999,41.71927,54.4083,30.543468,12.79659,29.27136,6.4067826,17.309006,-5.148691,11.558476,-6.491657,8.234106,-7.1302595,5.3990254,-8.362639,4.8856645,-8.546025,5.3842006,-7.404073,3.6303103,1
Dataset_final/Dataset/Training\Feu4_16_9.wav,14947,4004.388253584152,8374.362270818281,-68.85752,41.860077,55.157063,30.870382,12.172248,29.056133,5.568866,16.62414,-4.7737107,11.16908,-6.517811,8.150803,-7.0799694,5.7753925,-8.011881,5.0864024,-7.082637,5.868309,-7.8469095,4.281835,1
Dataset_final/Dataset/Training\Feu4_17_0.wav,14665,3956.183305829089,8338.266149972904,-78.37961,42.044136,55.449398,31.186525,12.277524,29.918198,6.047213,16.818209,-4.0944433,11.331014,-6.1958303,7.961514,-7.675645,5.453713,-8.202004,5.035293,-7.8735747,5.419623,-7.4617066,4.1589885,1
Dataset_final/Dataset/Training\Feu4_17_1.wav,13759,3884.102880381675,8317.417528450145,-80.81066,42.92826,54.046097,31.700844,12.708479,29.53331,6.773061,16.855255,-4.107647,11.474324,-5.8258967,8.244049,-6.786933,6.4301124,-8.18687,4.875384,-7.987397,5.5147886,-7.9201746,3.5810187,1
Dataset_final/Dataset/Training\Feu4_17_10.wav,13992,3898.398285640223,8323.640997561417,-71.08462,42.84577,54.25146,31.422009,12.572568,29.790651,6.5309577,16.524815,-4.0256205,11.595841,-5.9946184,8.407831,-7.3630047,5.9951344,-8.030941,4.852164,-7.581989,5.8979845,-7.841441,4.189743,1
Dataset_final/Dataset/Training\Feu4_17_11.wav,12071,3691.1938635240717,8215.974981936417,-75.29142,44.46516,54.799225,32.09773,12.996397,31.032257,7.7939134,17.870684,-3.7075796,12.449741,-4.946877,8.837415,-6.282207,7.203835,-7.297974,6.137916,-7.353451,6.4149375,-7.2656364,4.3275585,1
Dataset_final/Dataset/Training\Feu4_17_2.wav,13474,3830.300117769523,8275.844754786849,-78.36756,42.365246,53.7712,32.38488,13.100524,30.73057,7.2213087,17.554008,-3.994064,11.66883,-5.610321,8.342029,-6.3618197,6.743535,-7.547291,5.4991584,-7.5463953,6.0792427,-7.5808487,4.499374,1
Dataset_final/Dataset/Training\Feu4_17_3.wav,15166,4033.3555479663455,8395.273127032153,-81.45609,41.80465,55.469105,30.108028,12.126792,29.280272,5.7614403,17.108803,-5.1557603,11.435851,-6.1692615,8.178696,-7.495499,5.2796774,-8.676108,5.1499887,-8.067162,5.801818,-7.4323716,3.8861887,1
Dataset_final/Dataset/Training\Feu4_17_4.wav,13640,3881.2107975917434,8321.773956828034,-84.20071,42.23388,54.50519,31.377224,13.124068,29.94817,6.6424146,17.127289,-3.9021766,11.828839,-5.748382,8.524985,-6.5687094,6.124459,-7.3470974,5.495338,-7.3663774,5.8913946,-7.383804,4.394913,1
Dataset_final/Dataset/Training\Feu4_17_5.wav,14703,3963.823032965539,8351.771077944364,-75.29052,42.30696,54.13871,30.870543,12.872028,29.520397,6.496379,16.26129,-4.833803,11.669502,-6.667832,8.066876,-7.569061,5.5066257,-7.9049716,4.313517,-8.136079,5.793642,-7.773235,3.6429524,1
Dataset_final/Dataset/Training\Feu4_17_6.wav,11759,3701.825331611406,8226.61711411669,-79.933105,44.49252,55.040066,32.1827,13.142395,30.474615,7.224227,17.435852,-3.3401306,12.032817,-5.3398676,8.880443,-6.2597747,7.5281835,-7.107261,5.871459,-6.9453125,6.150018,-7.3479285,3.996202,1
Dataset_final/Dataset/Training\Feu4_17_7.wav,15013,4014.0225708332905,8374.051097362717,-72.24993,41.17185,52.891098,30.802752,12.93472,29.992153,6.603127,16.674822,-4.544566,11.510493,-6.326673,7.856623,-7.2027073,5.7252,-8.004589,5.0270085,-8.554563,5.3575954,-8.096448,3.23432,1
Dataset_final/Dataset/Training\Feu4_17_8.wav,15072,4034.8155274321157,8385.066637689668,-77.07695,42.154354,54.66754,30.272396,11.940138,29.044798,5.503615,16.626434,-4.8940344,11.266982,-6.393622,8.260049,-7.7895904,5.730415,-8.435321,4.828096,-8.155283,5.8873854,-7.1938124,4.0377593,1
Dataset_final/Dataset/Training\Feu4_17_9.wav,12979,3795.0308847258634,8288.353927700506,-75.27025,43.425888,55.93522,31.656645,12.598863,29.61464,6.554693,17.292877,-3.41762,12.278838,-5.2659025,8.767276,-6.4501925,5.96468,-7.5122685,6.2564626,-6.9404535,6.432276,-7.1535406,4.7381754,1
Dataset_final/Dataset/Training\Feu4_18_0.wav,14447,3967.0202851415306,8341.191180455202,-71.90656,42.3906,54.55629,31.047333,12.102727,29.678356,6.251074,16.543325,-4.5867395,11.091135,-5.7717323,8.1940365,-7.92982,5.2149353,-8.634316,4.509091,-7.782674,4.991822,-7.891737,3.965004,1
Dataset_final/Dataset/Training\Feu4_18_1.wav,12925,3766.010440418205,8265.700500135477,-86.436295,44.01831,54.45921,32.137424,12.76646,30.334898,7.991026,17.153568,-4.2417107,11.860128,-5.4956617,8.270513,-6.3327603,7.2356663,-7.4373674,5.3366923,-7.275847,5.9162335,-7.76058,4.2719297,1
Dataset_final/Dataset/Training\Feu4_18_10.wav,14570,3958.11388168724,8352.020016708815,-85.56525,42.195457,54.16897,31.411734,11.9002905,29.432312,7.04798,17.048061,-4.679192,11.018264,-6.202047,7.912139,-7.288521,6.009988,-8.335542,4.5796533,-7.879482,5.7068634,-8.222139,3.810357,1
Dataset_final/Dataset/Training\Feu4_18_11.wav,13945,3885.307890792718,8289.847560287211,-73.214775,42.27994,53.259365,31.71349,13.559935,30.529057,6.232216,17.416193,-4.314449,11.855342,-5.510932,8.245102,-6.92619,6.2166376,-7.631046,4.8674293,-8.256621,5.767674,-7.490645,4.023144,1
Dataset_final/Dataset/Training\Feu4_18_2.wav,13177,3833.9482856433633,8297.6268966763,-79.28,41.67032,54.59635,32.248215,13.614622,30.31399,7.423606,18.180056,-4.071548,11.886957,-5.2139874,8.568709,-6.7808776,6.6404114,-7.0993037,5.6282835,-7.7771406,6.3223495,-6.7259226,4.6032085,1
Dataset_final/Dataset/Training\Feu4_18_3.wav,15359,4046.0595338495127,8393.468320989885,-75.42981,41.68238,54.968727,30.435896,12.045368,29.058836,5.50018,16.707447,-4.9017315,11.143184,-6.4842143,8.398049,-7.4565206,5.314212,-8.761194,4.790851,-7.7618685,5.6899095,-7.8764825,3.7129886,1
Dataset_final/Dataset/Training\Feu4_18_4.wav,14210,3893.92565977184,8318.102110052385,-77.73013,42.77044,54.799145,31.368378,12.693283,29.697783,6.3574333,16.823648,-3.71902,11.751613,-6.1082053,8.63349,-7.174009,5.3476987,-8.286195,5.0779357,-7.33019,5.844886,-7.6210613,4.0505095,1
Dataset_final/Dataset/Training\Feu4_18_5.wav,13762,3852.6645899071523,8308.331263547689,-81.5369,43.065323,55.324535,31.736912,12.597498,30.475964,7.022655,16.848413,-4.148423,11.375405,-5.699983,8.283411,-6.874784,6.4577913,-7.6691866,5.429983,-7.5204444,5.8238072,-7.95804,4.0133047,1
Dataset_final/Dataset/Training\Feu4_18_6.wav,14104,3884.467993060813,8310.136069589957,-80.14429,42.658848,53.49667,31.631424,12.487711,29.89802,6.725333,17.131626,-4.069242,11.678685,-5.6623893,8.561752,-6.6027184,6.4827886,-8.3368025,5.1612544,-8.005093,5.7376432,-8.080907,3.678288,1
Dataset_final/Dataset/Training\Feu4_18_7.wav,14767,3982.825757302588,8362.599914197977,-80.083275,41.70834,54.85906,30.645807,12.276779,29.873264,6.330343,16.817163,-4.537684,11.564267,-6.1876593,8.2835865,-7.492633,5.4571137,-7.889662,5.01276,-8.293764,5.510329,-7.35706,3.9093554,1
Dataset_final/Dataset/Training\Feu4_18_8.wav,14727,4014.059897544452,8392.845974078757,-74.42282,42.144466,54.496986,30.534346,11.880635,28.611423,5.6575484,16.580515,-4.7674294,11.332096,-6.1206174,8.232025,-7.151717,5.6918507,-7.9701767,5.0025916,-7.8418937,5.9414067,-7.893109,4.0551147,1
Dataset_final/Dataset/Training\Feu4_18_9.wav,14584,3979.6578511338657,8360.60840408237,-76.10549,42.763462,54.590836,30.271786,12.419507,29.52195,5.990914,16.64818,-4.610825,11.336186,-6.4877706,7.5843754,-7.6739974,5.266353,-8.069818,4.6414065,-8.558728,5.562793,-7.639331,3.5024004,1
Dataset_final/Dataset/Training\Feu4_19_0.wav,14380,3925.338897000382,8333.474078757225,-80.22922,43.079205,53.844624,30.958973,12.513777,29.482246,6.5026646,16.892544,-4.752255,11.377486,-6.0436687,8.063217,-7.358528,5.878793,-7.793668,5.155662,-8.149315,5.267969,-7.7783456,4.0384517,1
Dataset_final/Dataset/Training\Feu4_19_1.wav,14445,3936.5340634216354,8309.638192061055,-78.69901,41.766174,52.93742,31.895248,12.499976,29.708054,6.514704,17.258076,-4.536084,11.661377,-5.7865796,8.155055,-7.2249975,5.896253,-7.9152308,4.9385786,-8.255542,5.3594327,-7.81932,3.461981,1
Dataset_final/Dataset/Training\Feu4_19_10.wav,13625,3823.0024164763236,8285.304427835983,-77.98196,44.10174,53.96935,31.268097,12.810705,30.30554,7.4007916,17.101732,-4.4182816,11.679106,-5.979002,7.9803925,-6.7611713,7.0072827,-7.2017045,5.2898173,-7.438784,5.8432045,-7.9832516,3.885882,1
Dataset_final/Dataset/Training\Feu4_19_11.wav,14549,3921.698021822627,8326.068150514811,-73.8616,41.28819,54.099472,31.306534,13.012108,30.49453,6.913839,17.576796,-4.096482,11.470702,-5.7157583,8.772129,-7.019215,6.021927,-7.8444133,5.059289,-8.098894,5.827044,-7.260066,4.134468,1
Dataset_final/Dataset/Training\Feu4_19_2.wav,14700,3932.0366761647433,8357.496669526734,-89.09391,42.27917,55.799877,30.600733,12.79753,29.701454,6.2473993,17.788904,-4.4741282,11.195327,-5.939481,9.275873,-6.842941,6.0719876,-8.101309,5.256732,-7.4956846,5.8414197,-7.1375103,4.7126513,1
Dataset_final/Dataset/Training\Feu4_19_3.wav,15244,4038.25999005177,8380.150097091762,-74.69952,42.02457,53.960182,30.587738,12.124497,28.930494,5.2512693,16.368471,-4.163449,11.585444,-7.00318,7.6298375,-7.457787,5.4994707,-8.090218,4.7232747,-8.32039,5.554087,-7.9423633,3.984549,1
Dataset_final/Dataset/Training\Feu4_19_4.wav,14994,4012.4017623043874,8378.407525740608,-74.666046,41.707664,54.493034,30.729622,12.197131,29.446926,6.514547,16.279345,-4.367724,11.098324,-6.708662,8.135787,-7.102727,5.9817057,-8.358523,4.4520574,-8.118944,5.48797,-7.546337,3.7841458,1
Dataset_final/Dataset/Training\Feu4_19_5.wav,12451,3744.775394991716,8246.781154037211,-74.86205,44.244514,54.760532,32.0793,13.119797,30.425234,7.079048,17.700626,-3.4111357,11.989826,-5.6020937,8.263868,-6.794413,7.1244593,-7.562536,5.603048,-7.293244,6.156574,-7.336785,4.198758,1
Dataset_final/Dataset/Training\Feu4_19_6.wav,14658,3933.8948386811567,8330.984691112717,-77.71498,41.71682,53.24991,31.385641,13.274764,29.831503,6.4322557,17.101921,-4.398664,11.305221,-6.1958656,8.041044,-7.349701,6.250973,-7.511627,5.038125,-8.213103,5.6774654,-7.664995,3.7539806,1
Dataset_final/Dataset/Training\Feu4_19_7.wav,14517,3943.707746287829,8363.284495800217,-82.56975,42.45231,55.500374,30.24073,12.278786,29.600222,6.576711,17.092278,-4.832343,11.9483185,-5.9576883,8.995497,-6.859754,6.133739,-7.822282,5.1576176,-7.6131663,6.704463,-6.8189597,4.5247025,1
Dataset_final/Dataset/Training\Feu4_19_8.wav,11893,3738.5459985497364,8240.931093072615,-78.45852,43.183655,56.127377,32.04224,13.367403,30.273369,7.0273714,18.06592,-3.2493477,12.580644,-5.2706747,8.796524,-6.547228,6.4783278,-7.4697676,5.7551403,-6.610933,6.5036926,-6.915632,4.9588056,1
Dataset_final/Dataset/Training\Feu4_19_9.wav,14305,3955.466123920351,8355.754098175577,-86.88799,42.6058,54.362885,31.154669,12.229564,29.354315,6.3461337,16.574284,-4.684459,11.160626,-6.0987024,8.244502,-7.5949607,5.557104,-8.356742,4.3740106,-8.109275,5.610637,-7.8326917,3.917135,1
Dataset_final/Dataset/Training\Feu4_1_0.wav,13576,3858.074231521532,8307.211039107659,-75.30409,42.033592,55.153896,31.291761,13.37333,30.190947,7.191006,17.812582,-4.1580663,12.449874,-5.2790112,8.79671,-6.8261185,6.1137877,-7.61269,5.2877693,-7.292805,6.502008,-6.61908,4.653078,1
